name,art_nr,country,volume,alc_vol,price
Private Cuvée,Nr 77087,Frankrike,750 ml,"12,5 % vol.",399:-
Bottega,Nr 78624,Italien,750 ml,"11,5 % vol.",239:-
La Chouette de Champillion,Nr 74359,Frankrike,750 ml,"12,5 % vol.",389:-
Balbiano Chiulín,Nr 73802,Italien,750 ml,12 % vol.,273:-
Lugana Brut,Nr 71098,Italien,750 ml,"12,5 % vol.",360:-
Salvatage,Nr 73304,Spanien,750 ml,"12,5 % vol.",220:-
Ribolla Gialla,Nr 71687,Italien,750 ml,12 % vol.,220:-
Gabriel Pagin,Nr 70623,Frankrike,750 ml,12 % vol.,356:-
Kleine Zalze,Nr 75251,Sydafrika,750 ml,12 % vol.,249:-
Denis Frézier,Nr 72380,Frankrike,750 ml,12 % vol.,369:-
Denis Frézier,Nr 76642,Frankrike,750 ml,12 % vol.,391:-
Lamiable,Nr 73463,Frankrike,750 ml,"12,5 % vol.",376:-
Bersi Serlini,Nr 72535,Italien,750 ml,"12,5 % vol.",345:-
Lamiable,Nr 70892,Frankrike,750 ml,"12,5 % vol.",383:-
Mathelin,Nr 75113,Frankrike,375 ml,12 % vol.,242:-
Bernard Tornay,Nr 73149,Frankrike,750 ml,"12,5 % vol.",300:-
Elodie D,Nr 79878,Frankrike,750 ml,12 % vol.,359:-
Bergeronneau-Marion Grande Réserve,Nr 76754,Frankrike,750 ml,12 % vol.,349:-
Duménil,Nr 76636,Frankrike,750 ml,12 % vol.,399:-
Herbert Hall,Nr 75960,Storbritannien,750 ml,12 % vol.,305:-
Lindesberg & Nora tillsammans 750 År,Nr 74079,Frankrike,750 ml,12 % vol.,385:-
Conti Ducco,Nr 74859,Italien,750 ml,13 % vol.,339:-
Lallier,Nr 74006,Frankrike,750 ml,"12,5 % vol.",366:-
Colmant,Nr 75492,Sydafrika,750 ml,12 % vol.,218:-
L'Affût,Nr 7936,Frankrike,750 ml,12 % vol.,292:-
Champagne Geoffroy,Nr 77242,Frankrike,750 ml,"12,5 % vol.",399:-
Ferrari,Nr 56795,Italien,750 ml,"12,5 % vol.",349:-
