idx,ID,Name,Country,Volume,Alcohol,Price
322,Nr 3302,Raccolto,Italien,750 ml,13 %,81:-
323,Nr 94116,Cerbaia,Italien,750 ml,14 %,351:-
324,Nr 94912,Barolo del commune di Verduno,Italien,750 ml,"14,5 %",441:-
325,Nr 53140,Soprasasso,Italien,750 ml,"13,5 %",121:-
326,Nr 94946,Barbera d’Alba Superiore,Italien,750 ml,"13,5 %",201:-
327,Nr 94635,Franco Molino,Italien,750 ml,"14,5 %",500:-
328,Nr 94760,Ronchi di Cialla,Italien,750 ml,12 %,401:-
329,Nr 92128,Biondi-Santi,Italien,750 ml,13 %,771:-
330,Nr 92389,Fontanafredda,Italien,750 ml,"14,5 %",601:-
331,Nr 94108,Barolo,Italien,750 ml,14 %,2 099:-
332,Nr 92839,Ornellaia,Italien,750 ml,"14,5 %",1 999:-
333,Nr 94705,Barolo,Italien,750 ml,"14,5 %",799:-
334,Nr 94231,Langhe Nebbiolo,Italien,750 ml,0 %,264:-
335,Nr 75421,Brunello di Montalcino,Italien,750 ml,14 %,261:-
336,Nr 93647,Erba Salata,Italien,750 ml,13 %,251:-
337,Nr 92148,Barolo,Italien,750 ml,"14,5 %",501:-
338,Nr 93896,Bonavita,Italien,750 ml,"12,5 %",369:-
339,Nr 94219,Munjebel Rosso,Italien,750 ml,"13,5 %",540:-
340,Nr 93746,Barolo,Italien,750 ml,"14,5 %",799:-
341,Nr 92827,Le Serre Nuove dell'Ornellaia,Italien,750 ml,"14,5 %",469:-
342,Nr 92379,Barbaresco Serraboella,Italien,750 ml,"14,5 %",501:-
343,Nr 90448,Amos,Italien,750 ml,14 %,231:-
344,Nr 93065,Fontanafredda,Italien,1500 ml,14 %,1 799:-
345,Nr 32130,Castello Fonterutoli,Italien,750 ml,"13,5 %",311:-
346,Nr 12330,Brunello di Montalcino,Italien,750 ml,"14,5 %",351:-
347,Nr 93976,Beragna,Italien,750 ml,13 %,199:-
348,Nr 92657,Munjebel,Italien,750 ml,11 %,540:-
349,Nr 91242,Giodo,Italien,750 ml,14 %,1 200:-
350,Nr 93158,Pipparello,Italien,750 ml,15 %,699:-
351,Nr 94156,Munjebel,Italien,750 ml,15 %,879:-
352,Nr 94177,ROVITTELLO,Italien,750 ml,"13,5 %",699:-
353,Nr 94690,Gattinara Riserva,Italien,750 ml,"13,5 %",399:-
354,Nr 94880,Rosso di Montalcino,Italien,750 ml,"14,5 %",249:-
355,Nr 77350,Enzo Bartoli,Italien,750 ml,14 %,301:-
356,Nr 92126,Sottimano,Italien,750 ml,14 %,599:-
357,Nr 92819,Verduno Pelaverga Speziale,Italien,750 ml,"13,5 %",229:-
358,Nr 92635,Fontanafredda,Italien,1500 ml,"14,5 %",1 399:-
359,Nr 94181,Serra della Contessa,Italien,750 ml,"13,5 %",699:-
360,Nr 94951,Borgogno Barolo,Italien,750 ml,"14,5 %",1 351:-
361,Nr 90509,Fontanafredda,Italien,750 ml,"13,5 %",1 982:-
362,Nr 92673,Joaquin,Italien,750 ml,"13,5 %",599:-
363,Nr 92456,'a Rina,Italien,750 ml,14 %,219:-
364,Nr 2440,Paolo Scavino,Italien,750 ml,14 %,589:-
365,Nr 95185,Biondi-Santi Rosso di Montalcino,Italien,750 ml,"13,5 %",769:-
366,Nr 95304,Barolo Prapò,Italien,750 ml,"14,5 %",699:-
367,Nr 94189,Cerrete,Italien,750 ml,15 %,1 299:-
368,Nr 94904,Brunello di Montalcino,Italien,750 ml,14 %,699:-
369,Nr 94237,Munjebel,Italien,750 ml,"13,5 %",540:-
370,Nr 94897,Tenuta delle Terre Nere,Italien,750 ml,"14,5 %",499:-
371,Nr 94906,Barolo,Italien,750 ml,"14,5 %",499:-
372,Nr 90551,Barolo Cerequio,Italien,750 ml,14 %,2 779:-
